11,13,470
11,14,568
11,15,351
11,16,455
11,17,190
11,18,156
11,19,344
11,20,158
11,21,373
11,22,541
11,23,377
12,0,290
12,1,199
12,2,93
12,3,395
12,4,157
12,5,196
12,6,255
12,7,469
12,8,402
12,9,1282
12,10,798
12,11,698
12,13,413
12,14,526
12,15,544
12,16,470
12,17,51
12,18,255
12,19,541
12,20,485
12,21,1022
12,22,425
12,23,688
13,0,246
13,1,61
13,2,59
13,3,412
13,4,71
13,5,58
13,6,143
13,7,321
13,8,560
13,9,1370
13,10,1456
13,11,513
13,12,461
13,14,1218
13,15,492
13,16,441
13,17,77
13,18,251
13,19,336
13,20,229
13,21,807
13,22,917
13,23,306
14,0,274
14,1,57
14,2,97
14,3,379
14,4,147
14,5,165
14,6,336
14,7,329
14,8,767
14,9,3303
14,10,1094
14,11,599
14,12,643
14,13,1124
14,15,641
14,16,1135
14,17,129
14,18,430
14,19,571
14,20,713
14,21,2407
14,22,633
14,23,322
15,0,400
15,1,309
15,2,151
15,3,536
15,4,359
15,5,752
15,6,784
15,7,1335
15,8,1307
15,9,2902
15,10,1364
15,11,361
15,12,304
15,13,518
15,14,1014
15,16,2587
15,17,358
15,18,1191
15,19,1139
15,20,451
15,21,777
15,22,446
15,23,245
16,0,234
16,1,190
16,2,74
16,3,374
16,4,117
16,5,477
16,6,553
16,7,1136
16,8,623
16,9,2464
16,10,508
16,11,422
16,12,408
16,13,390
16,14,1274
16,15,1777
16,17,599
16,18,1129
16,19,1234
16,20,539
16,21,928
16,22,353
16,23,213
17,0,66
17,3,69
17,5,66
17,6,124
17,7,169
17,8,159
17,9,537
17,10,181
17,11,181
17,12,60
17,13,70
17,14,194
17,15,378
17,16,498
17,18,298
17,19,254
17,20,66
17,21,222
17,22,84
18,0,245
18,1,67
18,3,193
18,4,84
18,5,128
18,6,272
18,7,562
18,8,381
18,9,1556
18,10,276
18,11,269
18,12,190
18,13,161
18,14,472
18,15,854
18,16,1174
18,17,151
18,19,1065
18,20,322
18,21,694
18,22,232
18,23,72
19,0,154
19,1,98
19,3,228
19,4,97
19,5,269
19,6,273
19,7,740
19,8,355
19,9,1533
19,10,559
19,11,349
19,12,560
19,13,480
19,14,898
19,15,1285
19,16,1628
19,17,385
19,18,862
19,20,768
19,21,2042
19,22,465
19,23,372
20,0,83
20,3,110
20,4,82
20,5,67
20,6,117
20,7,219
20,8,222
20,9,1169
20,10,309
20,11,159
20,12,368
20,13,385
20,14,605
20,15,581
20,16,347
20,17,97
20,18,226
20,19,629
20,21,1756
20,22,686
20,23,419
21,0,283
21,1,57
21,2,71
21,3,276
21,4,162
21,5,157
21,6,353
21,7,445
21,8,487
21,9,1945
21,10,711
21,11,680
21,12,714
21,13,846
21,14,1582
21,15,1156
21,16,1307
21,17,165
21,18,635
21,19,1921
21,20,1419
21,22,1417
21,23,679
22,0,261
22,2,72
22,3,423
22,4,73
22,5,63
22,6,183
22,7,286
22,8,295
22,9,1144
22,10,1180
22,11,659
22,12,668
22,13,1018
22,14,636
22,15,443
22,16,529
22,17,55
22,18,278
22,19,368
22,20,368
22,21,1761
22,23,582
23,0,73
23,3,103
23,5,71
23,6,54
23,7,104
23,8,198
23,9,543
23,10,364
23,11,258
23,12,662
23,13,250
23,14,388
23,15,247
23,16,242
23,18,79
23,19,223
23,20,389
23,21,723
23,22,490
